checkpoint_label,question_id,n_obs,mean_flip,mean_shift,mean_shift_norm,mean_t2_conf,mean_t4_prob_correct,domain
Base,q0288,19,0.3157894736842105,-0.0806924736842105,-0.8035336909391916,0.09881268421052632,0.018120210526315787,miscellaneous
Base,q0289,6,0.0,-0.07737199999999995,-0.6800714844742798,0.11051416666666668,0.03314216666666667,miscellaneous
Base,q0290,7,0.8571428571428571,-0.052167000000000005,-0.8136560112660204,0.061401285714285714,0.009234285714285714,philosophy
Base,q0291,7,0.0,-0.06427871428571429,-0.6799071702860122,0.09361057142857143,0.029331857142857142,conceptual_physics
Base,q0292,2,0.5,0.0522465,0.06135386970312675,0.1455075,0.19775399999999999,anatomy
Base,q0293,11,0.36363636363636365,-0.055344727272727275,-0.6050257208497265,0.0911309090909091,0.03578618181818182,high_school_biology
Base,q0294,18,0.05555555555555555,-0.10188799999999998,-0.6864150457008596,0.14789494444444445,0.04600694444444445,miscellaneous
Base,q0295,6,0.16666666666666666,-0.10167466666666662,-0.7827149526474001,0.1269125,0.025237833333333334,philosophy
Base,q0298,18,0.4444444444444444,-0.028410055555555536,-0.5782902043106714,0.04984533333333333,0.021435277777777775,prehistory
Base,q0300,1,1.0,-0.069824,-0.5143875882188269,0.135742,0.065918,anatomy
Base,q0302,19,0.05263157894736842,-0.10452094736842103,-0.899628175966194,0.1158511052631579,0.011330157894736842,miscellaneous
Base,q0304,17,0.8235294117647058,-0.12222005882352942,-0.7405489932515158,0.17589623529411763,0.05367617647058824,prehistory
Base,q0305,4,0.75,-0.03284474999999997,-0.7715521571766533,0.04168725,0.0088425,miscellaneous
Base,q0306,6,1.0,-0.06333416666666666,-0.9583918868269716,0.06636550000000001,0.0030313333333333334,nutrition
Base,q0311,12,0.0,-0.08511475,-0.8831591162972391,0.09680175,0.011687000000000001,college_biology
Base,q0312,18,0.0,-0.11827233333333331,-0.6064474663402949,0.19661444444444445,0.07834211111111111,jurisprudence
Base,q0315,3,0.3333333333333333,-0.0575153333333333,-0.6748100288564277,0.08414733333333334,0.026632,philosophy
Base,q0316,15,0.2,-0.130434,-0.8411546727547832,0.1543294,0.0238954,high_school_world_history
Base,q0318,14,0.07142857142857142,-0.09422514285714285,-0.6946876747874642,0.13804392857142858,0.04381878571428571,miscellaneous
Base,q0319,2,0.0,-0.0592645,-0.7960630098080269,0.0744625,0.015198,high_school_biology
Base,q0320,13,0.15384615384615385,-0.0386070769230769,-0.6301907232751909,0.06030284615384615,0.02169576923076923,high_school_world_history
Base,q0321,7,0.0,-0.012625428571428557,-0.426897298853648,0.028233142857142856,0.015607714285714286,high_school_european_history
Base,q0325,18,0.1111111111111111,-0.045439499999999994,-0.6938251028845074,0.06555177777777778,0.020112277777777778,world_religions
Base,q0326,15,0.0,-0.25236013333333335,-0.858018288543234,0.29407553333333336,0.0417154,jurisprudence
Base,q0327,12,0.08333333333333333,-0.049949833333333304,-0.5556827880488492,0.091797,0.041847166666666664,conceptual_physics
Base,q0331,8,0.375,-0.073436875,-0.8356038681588493,0.087768375,0.0143315,high_school_world_history
Base,q0333,7,0.14285714285714285,-0.07162914285714282,-0.7963445540785363,0.08984371428571428,0.01821457142857143,miscellaneous
